,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128062,社会福祉法人あじろぎ会 笠取ふれあい福祉センター,,075-573-2002,京都府宇治市西笠取下荘川西7-2,https://jp.indeed.com/rc/clk?jk=7d0bd97a93242112&fccid=a02819bf2fd28474&vjs=3,https://uji-hp.or.jp/relation/kasatori/,老人福祉・介護事業介護職員正社員新着,圏友（介護）,,林 顕太郎,601-1392,,,特別養護老人ホーム,,,,,正社員,,,,,,,,,,,
395313,社会福祉法人あじろぎ会 笠取ふれあい福祉センター,,0774-32-6000,京都府宇治市五ケ庄芝ノ東54-2,https://jp.indeed.com/rc/clk?jk=cf5cde3526594718&fccid=b9f3821f40feb5ba&vjs=3,http://www.uji-hosp.or.jp/kasatori/,介護職員【就職氷河期世代限定求人】新着,コンシェルテック（介護）,,,〒611-0011,,,,,,,,正社員,,,,,,,,,,,
932038,社会福祉法人あすか会  障害者支援施設あすかの家,,079-275-2281,兵庫県揖保郡太子町太田2330番地, https://asuka-kai.jp/place/asukanoie,https://xn--pckua2a7gp15o89zb.com/jbn/48a901e703c28aa72e0e153bca975186,らくらく勤務「介護職」／高定着率／高待遇／未経験歓迎,ニューアース（介護）, , ,,,,介護,障碍者支援施設,,,,正社員,,,,,,,,,,,
755009,社会福祉法人あすか福祉会 デイサービス七夕,デイサービス七夕,087-818-1081,香川県高松市屋島西町1347番地1スタ－コンシェルジュI,https://asukafukushikai.com/,https://xn--pckua2a7gp15o89zb.com/jb/40ae3e114129a98af24ab3873ab5c1f3,生活相談員,ジョイスリー（介護）,,素花　源之,,"1,560",,介護,デイサービス,,,,正社員,,,,,,,,,,,
419185,社会福祉法人あすか福祉会ケアハウス対馬の杜,,0920-54-3701,長崎県対馬市美津島町鶏知乙461-2,http://care-net.biz/42/tsushimanomori/index.php,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTQDnt4sB7URIVGYRccgOuDR1aR270A45GFPaSZP87unrgqY-sBCqWk34xhytveobOitegOhx_IyCsCXQGfJEfNG9s4n6RCLDR8ExzqzTnloSF3EfTG6Wq5MFbN6-Je7zTi4KW09Sm-UofoHEhQSXPwRI3FjDAvTvmaqkHD4DcIEyo-PrlPNYr9SKob6_kJOz_djt7MZn77Kv0fzTTGkmPNa4NFyiyXYEl1zspsOO9NEgcYbyfAE0B4UctO59yry6q4d8JOaIoB2WH72VzqjNScbI8RoYCV6NtwuE-GzN-YBshvgOxxhs5tkAZDIAviEeCFTTixgHYQN3d_Zp7oua6_9m4loa2Dbz28iESSzasw2J6Q4PmKh0B10I5YZPU-5xt1CuaOnaWU1coMh48IjEQxOQPsGcUqt6mrObpkwPjaEYrVdprmR92F_0aCK_kGdtmXc9_yHDfAszMUjenxD-epTNvUR-boLhJ4-egtLG_k_Gf6oOdMAHmCzClI52TF5hhZXebwHgkPxoKQ_Kgdjod5I6LFQoWX6WkiJWO1ymERh71COkw_yI8yGzUMSXd1bqa31n5_hasf1dugEuKSx1yn6G_kfcGihWmGpmI_jY2d37t2u-bXuuAWCPXCdazV-ngrd72C08yoRPUuM0GO6Apl_VtQdHZ2V9slDtStwH5ea2QGGzt1BCFU806curOgDMjYxwJ20gZWll1ecIddLyoGflK1ZDYNu1zxs6z349mYY06Qu0hM5OxErVfAPqDHVKZRsQ6ZqEmUq0oEEwWslVcS4W9KWahF1GkVfwTfBdyGg6MwrX4nxIKWF1S4unPz4PDnQ7399b9vnyBuikHq6pFinQLHGTEd5zo2pHLzCEBsw==&xkcb=SoBd-_M3T2QxJVWSI50NbzkdCdPP&p=42&fvj=0&vjs=3,栄養士/経験者優遇/ブランクOK/車・バイク通勤OK/産休・育児休暇/未経験者歓迎/残業少なめ,SOUND（介護）,,,817-0322,,,介護,社会福祉法人,,,,,,,,,,,,,,,
783984,社会福祉法人あすか福祉会ゆいの里あすか,,0745-43-2488,奈良県磯城郡川西町下永543番1, https://yuinosato-asuka.jp/,https://xn--pckua2a7gp15o89zb.com/jb/fc945ffd3e1256a94f61fbf49df98749,介護職・ヘルパー／特別養護老人ホーム,ニューアース（介護）, , ,,,,介護,介護サービス,,,,正社員,,,,,,,,,,,
357690,社会福祉法人あすなろ会　ケアハウスあすなろ,,0853-22-4801,島根県出雲市白枝町396-2,https://www.asunaro-izumo.or.jp/,https://jp.indeed.com/rc/clk?jk=504d709c32f17185&fccid=9ec2903f2d31dab8&vjs=3,介護補助,FUJI（介護）,,竹内　一夫,693-0006,200,,福祉・介護サービス,,,,,,,,,,,,,,,,
897774,社会福祉法人あすなろ会特別養護老人ホームあす...,,048-810-5050,埼玉県さいたま市緑区大字三室3029-3, https://www.asunarokai.or.jp/,https://xn--pckua2a7gp15o89zb.com/jb/a4652ac69db20374a06fdd22061d6965,介護職・ヘルパー,モンキークルー（介護）, , ,,,,サービス付き介護,介護,,,,正社員,,,,,,,,,,,
1015774,社会福祉法人あすなろ会特別養護老人ホームあす...,社会福祉法人あすなろ会特別養護老人ホームあす...,048-810-5050,埼玉県さいたま市緑区大字三室3029-3, https://www.asunarokai.or.jp/,https://xn--pckua2a7gp15o89zb.com/jb/3d3a5e8a6b1401b9fd86712d156f925b,介護職・ヘルパー,LINK（介護）, , ,,,,サービス付き介護,介護,,,,正社員,,,,,,,,,,,
131119,社会福祉法人あそう 特別養護老人ホーム ここのか,,0796-21-9057,兵庫県豊岡市九日市上町７８５番地,https://jp.indeed.com/rc/clk?jk=a73df63a79bec65f&fccid=d0a4eb1b25d30ec9&vjs=3,http://www.aso.or.jp/,介護職員新着,圏友（介護）,,南光 三郎,668-0051,287,,,,,,,正社員,,,,,,,,,,,
131783,社会福祉法人あそう 特別養護老人ホーム はまなす苑,,0796-47-2200,兵庫県豊岡市竹野町須谷433,https://jp.indeed.com/rc/clk?jk=e8b883ed70724af4&fccid=37ed5602091df2a4&vjs=3,http://www.aso.or.jp/,介護業務新着,圏友（介護）,,南 光 三 郎,669-6221,287,,,,,,,正社員,,,,,,,,,,,
372293,社会福祉法人あそか会あそか病院,,03-3632-0996,東京都江東区住吉,https://www.asokakai.or.jp/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwQl_nEMCyb9MbAXt_gm4zvkNcSRCOt8fWM-FHY3Kyjg4ZCsTsgGrjVXPjTq3VNbjsjY23GEZFO4mnPR3B4txSeF8IrDZyCUGdwSEa8EF_tfjJxgBAl4VH_Wcp1OLqxN46snvkHWJOV2dymH0-To0yaUxtEQHPv8OEUkGDr_Ap8y2gyIkAPuHeIZZy3bwr9Zxh6J-dBY4JhxA1TAPfUqglhM1icIOYxKzuGk1QXeEFXFTjGh-dLz7Xmp8vfYyRQ75i78pJ4u1xIqqpMTULN44wo_DhBV06ZKa5VD1hQlCsYq3P8eHmNYZFXuZ6c06HIpX76djPkFpfDa57Q_eoa4w8fPy-atAsXdtHavBJOZPS6YX4nPLNcadIkl-o-R_KO3H077LaACTVtfta9QnPzrM8KcOflOjuss4Cz9b-Fqt0Q9HOjSpOuDvQ9jDdEvvsm2PTQaav-F2gu9qUWn02YBgbb36VkZ2BbIWBweAu_ofNEMslyDIDAQ9ENedQfu6Qseaxyur-BT6Rjjq9upuUo3f2l9EVapc8lEi1gcH3BMZ9FtpXPDqhTdZSbXRkv_x2eY6D3wpiE8t2n7iW4GJVSZmO7aAW4FgSmeoWTY8Ke27V9kV8ygIeAbUj8fSCmaKgFSUHgc9oh3AgPlI4Sq-NdQJQMytnVn5liOdg409WXKGNYeISPuP82wgFbukx0M6SXVj1pAJipG8FevhW3cEzX9bSUVTCMWYjvcE1EOQYnwueXlOZkc25jXJoWadGdkTn35BbWSiiurNaxdMmvw0pWVpT0kMAcZ9UT-VtAIRoyj72pmvXAvPNQGYse9yGEdAR4ftXaofwHV_5dzrNzOvP-rVpkbiZaHJvQ_B_pmE0S0yKgJliL7j95EDaf94g5_HqDxrWBiWyDDpnEWBvy1FWPvW1toBdkE1UxKk=&xkcb=SoBL-_M3YTBspKTUIh0PbzkdCdPP&p=7&fvj=1&vjs=3,移転新築オープン/介護職/特別養護老人ホーム/正社員,SOUND（介護）,,古城　資久,135-0002,,,介護,,,,,,,,,,,,,,,,
89122,社会福祉法人アパティア福祉会 せんりょう万両,,0533-83-9083,愛知県豊川市千両町上西谷75-1,https://jp.indeed.com/rc/clk?jk=55cef28d7ad290dc&fccid=6629e2b3fdd98106&vjs=3,https://www.apatheia.jp/,新卒採用生活支援員新着,ビイサイド（介護）,,,,93,,,,,,,正社員,,,,,,,,,,,
76966,社会福祉法人アパティア福祉会ハピネスやさと,,059-366-3303,三重県四日市市千代田町３２５−１,https://xn--pckua2a7gp15o89zb.com/jb/619b15e1bde39593ee186f205727cb71,https://www.apatheia.jp/facility/h-yasato,介護保健施設にて介護士,ビイサイド（介護）,hapinesu@apatheia.jp,,,,特別養護老人ホーム、デイサービス、グループホーム、定期訪問介護等で高齢者の介護,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
505436,社会福祉法人アパティア福祉会ハピネスやさと,,059-366-3303,三重県四日市市千代田町３２５−１,https://xn--pckua2a7gp15o89zb.com/jb/619b15e1bde39593ee186f205727cb71,https://www.apatheia.jp/facility/h-yasato,介護保健施設にて介護士,SOUND（介護）,hapinesu@apatheia.jp,,,,特別養護老人ホーム、デイサービス、グループホーム、定期訪問介護等で高齢者の介護,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
590009,社会福祉法人アパティア福祉会ハピネスやさと,,059-366-3303,三重県四日市市千代田町３２５−１,https://xn--pckua2a7gp15o89zb.com/jb/619b15e1bde39593ee186f205727cb71,https://www.apatheia.jp/facility/h-yasato,介護保健施設にて介護士,G&G（介護）,hapinesu@apatheia.jp,,,,特別養護老人ホーム、デイサービス、グループホーム、定期訪問介護等で高齢者の介護,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
522297,社会福祉法人アパティア福祉会ベイサイド長島,,0594-45-8862,三重県桑名市長島町横満蔵573番地,https://www.apatheia.jp/facility/bayside,https://xn--pckua2a7gp15o89zb.com/jb/aacc0be6030c0fa1646b581631d6dd9e,サービス付き高齢者向け住宅／介護職,G&G（介護）,bayside@apatheia.jp,,511-1133,,,介護,サービス付き高齢者向け住宅,,,,正社員/契約社員,,,,,,,,,,,
517851,社会福祉法人アパティア福祉会地域密着型介護老人福福祉施設あおい,,0594-45-8686,三重県桑名市長島町横満蔵字長徳568番地の2,https://www.apatheia.jp/facility/aoi/service01,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l6a04094da218c0bb331989c826df5afa&p=t%2BAK7k0GmMUr0ZRss/MBmxw3pNrrph6mR1cvAX5EXh/aKWBYDidBQ1VnCxwA3bKCGcfoaEgsumwWj5WVyba1oGCn/3XZP%2BeK6oLzFM2jSlSdZ8sY6MK/pQ4oFwF89edOfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgvS72SPXMwZg3TEcBiDa%2B%2BcHZW2w01de4JByKOhSfDqP76nO9cKLwcDVv%2BJj0OB26r0hf18s74NfT1Wr2wbq9nfdtpMF1%2Bb1qDyO6NDMVoX/MgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbaKNF8UrBDhC6/cGWHOaTWfeSgwfS3eL6Q7mLrK%2BgFzTBlkH5NKWgKtavuXRWndLgltii4f7BJKmGvlYFwTOHSA%3D%3D&ph=583bc35d085c&phv=1,介護職員実務者研修特別養護老人ホーム常勤研修体制はばっちり!,G&G（介護）,aoi-hina@apatheia.jp,,511-1133,,,介護,老人保健施設,,,,正社員,,,,,,,,,,,
770020,社会福祉法人アミカル　居宅介護支援事業所きびハイツ,,0866-56-6677,岡山県加賀郡吉備中央町上野1883-5, https://www.amical.or.jp/kibi/,https://xn--pckua2a7gp15o89zb.com/jbn/de7aa70e81f25661891639a5caec27f3,介護職・ヘルパー／居宅介護支援事業所／土日休み!残業なし!,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
743365,社会福祉法人アヤ福祉会 介護老人福祉施設みかんの里,,048-482-2947,埼玉県新座市中野1-17-33,https://mikann-sato.jp/,https://xn--pckua2a7gp15o89zb.com/jb/452060a5fc073d3416c17980677d399b,ヘルパー・介護職／日勤のみ／居宅介護支援事業所／特別養護老人ホーム、他,SOUND（介護）, , ,,,,介護,デイケア・デイサービス・ショートステイ,,,,正社員,,,,,,,,,,,
504676,社会福祉法人アヤ福祉会みかんの里,,048-482-2947,埼玉県新座市中野1-17-33,https://mikann-sato.jp/,https://xn--pckua2a7gp15o89zb.com/jb/918e1eb61db23ab3e9b4c4c50683cbe3,介護職・ヘルパー／特別養護老人ホーム,フコックス（介護）,,,352-0005,,,介護,介護老人福祉施設,,,,正社員,,,,,,,,,,,
684253,社会福祉法人アヤ福祉会みかんの里,,048-482-2947,埼玉県新座市中野1-17-33,https://mikann-sato.jp/,https://xn--pckua2a7gp15o89zb.com/jb/918e1eb61db23ab3e9b4c4c50683cbe3,介護職・ヘルパー／特別養護老人ホーム,er（介護）,,,352-0005,,,介護,介護老人福祉施設,,,,正社員,,,,,,,,,,,
1015811,社会福祉法人アヤ福祉会みかんの里,社会福祉法人アヤ福祉会みかんの里,048-482-2947,埼玉県新座市中野1-17-33,https://mikann-sato.jp/,https://xn--pckua2a7gp15o89zb.com/jb/47cea042e056ece637521cb1361c10af,介護職・ヘルパー／特別養護老人ホーム,LINK（介護）,,,352-0005,,,介護,介護老人福祉施設,,,,正社員,,,,,,,,,,,
759898,社会福祉法人アルペン会 アルペンデイサービス,,076-451-9998,富山県富山市小西170番地,https://www.alpen.or.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l1119615ec6e8004b4b93413845437246&p=t%2BAK7k0GmMUr0ZRss/MBm7OVMsLsWrE/bvcjxSCSLTWBMJuwg/5LzQYPnLQRvsOoYWQGVOz8drwz5j1lMcRM%2B419Vc4o0oBwTZqoe9u0cK%2BptzXXQ1JQQ%2B6FgqMWLkExfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguHNNN4Gem5x/pQpPVoyAe2WOnGiNE8%2BeZZsmrqxemNK76nO9cKLwcDVv%2BJj0OB26pzUEq%2BGNLi7jl%2BTT7OtHUCAhZ9Rui4xZtpBSECccr2KBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAVZzVunUiUh9%2BYWEBMx2FlG9UR2WTWwoJhp2X1qzzt/Vj0mOI00juBuuO9gnCwoOW74GNQykxK4PJEKZaGoedVrcMx%2BzrTNPgwRaPBsvXTpQ4OnnYd5NPROm5ZRXrSzRwzaBoB/wKQveO2nGwOYwjUA%3D%3D&ph=f7e01457a161&phv=1,介護福祉士／介護職・ヘルパー／デイサービス／交通費支給／再雇用制度有,SOUND（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
141596,社会福祉法人あんず会ケアハウス 須磨浦の里 みち,,078-732-4165,神戸市須磨区一ノ谷町3丁目3-21,https://jp.indeed.com/rc/clk?jk=44d025df53682658&fccid=1c4570aee1382e10&vjs=3,https://sumauranosato.jp/,介護支援専門員,圏友（介護）,,,,,,,,,,,,,,,,,,,,,,
93952,社会福祉法人いずみの会地域密着型特別養護老人ホ...,,072-874-5252,大阪府大東市諸福7丁目4番45号,https://xn--pckua2a7gp15o89zb.com/jb/d19c2388656043ca5a926519cea4fcb1,http://izuminokai.net/,介護職／特別養護老人ホーム,ビイサイド（介護）,,,,,,,,,,,正社員,,,,,,,,,,,
494121,社会福祉法人いずみの会地域密着型特別養護老人ホ...,,072-874-5252,大阪府大東市諸福7丁目4番45号,http://izuminokai.net/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l51852c5174aa5112df72f152b11c610e&p=t%2BAK7k0GmMUr0ZRss/MBm1rmTWIZpd7ivn3yFEuFbuLp%2BcIKsYc0xU31VrFVZp48b%2BUx8OyYwwpoUsYAmmwvoml87zyrCIlpVFiNOq8N%2BM7VCiRniZR6g%2Bzayu3OcjIDoftjdNyTVdLGR2pfgAM6JLjDbgKRX3aJBUKeioCL1rmRdMFeNupzviu4HD%2Bt5p2mZPPWAwzxIkDsI4wxyTGNnA2Qw65/Xv39aNIetyWR3v0PtC1aInXjicbGfMDJIrprB2cem2qmqFDrMTJ%2BYhnGw65Y0UtmOHNbK14i8JGtVq63MakCxAB5JWLRj9lYgPROBQxswlI0BvJSkBoOlWzDdRIy2NTp8S6kudd0PIWhqpKsPIrYUynS6NvjgU5KazmAas5drscDGWAHlz6DzjVtA5oyhTM8hUzT5xm9j4zkHyfdN5npCH%2B3oB5/%2BW6SUR2ceNfM0EFqPI42oOCnNTePDF1zHbcZPXxpeOtRedkGlRUPcoHc48tTVKvwjberA5deIAMtRIfECbg7%2BOb/8aKoLw%3D%3D&ph=3fcef80a930a&phv=1,介護職／月給22万円から／マイカー通勤可,グローバル（介護）,,0,,,,,,,,,正社員,,,,,,,,,,,
732259,社会福祉法人いずみの会地域密着型特別養護老人ホ...,,072-874-5252,大阪府大東市諸福7丁目4番45号,https://xn--pckua2a7gp15o89zb.com/jb/d19c2388656043ca5a926519cea4fcb1,http://izuminokai.net/,介護職／特別養護老人ホーム,SOUND（介護）,,,,,,,,,,,正社員,,,,,,,,,,,
740781,社会福祉法人いずみノ杜特別養護老人ホームちとせノ杜,,023-634-5525,山形県山形市落合町205,https://www.izumi-no-mori.jp/,https://xn--pckua2a7gp15o89zb.com/jb/4dcc360cf2e9dec3e9c518b0b1e650b0,特別養護老人ホーム介護職員,SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
79374,社会福祉法人いずみ会特別養護老人ホームおおみの,,072-230-0700,大阪府堺市東区西野４２番地,https://jp.indeed.com/rc/clk?jk=859e083a9274a85e&fccid=0b87b33f587582eb&vjs=3,http://izumikaioomino.sakura.ne.jp/,介護職員新着,ビイサイド（介護）,,,,16人,,,,,,,正社員,,,,,,,,,,,
800308,社会福祉法人いずみ福祉会 幼保連携型認定こども園IZUMI,,088-687-0616,徳島県鳴門市鳴門町高島字南433-2,https://www.izumi1971.net/,https://xn--pckua2a7gp15o89zb.com/jb/2c516153dc379782ad7f20fd2ecb6cd1,保育教諭,ジョイスリー（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
857295,社会福祉法人いちえ福祉会小規模多機能型居宅介護事業地域支援ハウスいちごの...,,0799-25-1511,兵庫県洲本市上物部９５１番地１, http://www.ichie-fukushikai.or.jp/,https://xn--pckua2a7gp15o89zb.com/jb/e2d50c03f9a6e8c24cd864acc776bc21,介護士／訪問介護／賞与あり,ニューアース（介護）, , ,,,,介護,ショートステイ,,,,正社員,,,,,,,,,,,
843133,社会福祉法人いわき会 錦の里,,072-828-6500,大阪府寝屋川市錦町20-5,https://iwaki-kai.or.jp/index.html,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l2e7cdfc9802ecb0b0508a00d529bab06&p=t%2BAK7k0GmMUr0ZRss/MBmz9t3rROKzppg0AgIk99iLHEm4o7x5A/wYPkMxdMeG44sf/jmdqU/huPMh06/YJnVWuf4lGOBOtTm/hUngXSIMf8wVR4G8eUShuZbr30jPPKyPIO26/I9VtrdlETv8pGQpva26DgKc7dphM0D32D7W97S6gqy51nRefgDydxshdUyvDy0ULD0Gz/r6kXnA2He4uza44H0JDsPr4rcAWlfLPOnBttVyAq7oEUu0cVvYFJb5RPpaT0ZOYJjl5qKuOjqGVVFtmRLmEgaRpE7lnHhNPGVhNw%2BGbPU/xrkMo9JQbk7Z%2Bg8D1Rr2q1WDwluW48GKH148qrFhwf2W5gmuQVbHdP/t1tFTKHxdS6AVNsqrAqoq3iBsbR77EcuAoHQFPsMsl/BWJdUzW6I5tKP2q/RDtwGyEgKdY27YHLNOWgjOEnn9aIDg17fwj7UCJSfC6lBpuCWqDNLx8ygwUmZTAdJCkwqQM2cpBZ%2BJptE77hll0PHl2hnCdFxFqlac4/eN6Emw%3D%3D&ph=d6ed78fb5652&phv=1,介護職員／介護福祉士／グループホーム／日勤・夜勤両方,光誠会（介護）,,,,,,介護,デイケア・デイサービス・ショートステイ・グループホーム,,,,正社員,,,,,,,,,,,
357678,社会福祉法人いわみ福祉会 ミレ岡見,,0855-32-3900,島根県浜田市三隅町岡見700番地,http://www.iwamifukushikai.or.jp/,https://jp.indeed.com/rc/clk?jk=b66814c7d5861b6d&fccid=a69acf31caa51fa4&vjs=3,介護員,FUJI（介護）,,室崎　富恵,699-3226,500,,介護サービス,,,,,,,,,,,,,,,,
769828,社会福祉法人いわみ福祉会ミレ岡見,,0855-32-3900,島根県浜田市三隅町岡見700, https://www.iwamifukushikai.or.jp/,https://xn--pckua2a7gp15o89zb.com/jb/09f67c887e145af6f2602b2e7c22772c,介護職老人ホーム正職員,ジョイスリー（介護）, , ,,,,介護,老人ホーム,,,,正社員,,,,,,,,,,,
864047,社会福祉法人いわれ会ぬくもりの郷ディサービスセ...,,0745-42-2720,奈良県磯城郡川西町大字吐田94番地,https://www.kaigokensaku.mhlw.go.jp/29/index.php?action_kouhyou_detail_006_kihon=true&JigyosyoCd=2971800103-00&ServiceCd=150,https://xn--pckua2a7gp15o89zb.com/jb/12adc5b5f548205c8bdcff873705b4c8?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=referral,ディサービスセンター介護職員,ニューアース（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
406340,社会福祉法人インターナショナル・ヒューマン・ネットワーク,,0823-21-4059,広島県呉市三条4丁目11-2,http://www.kuredaiichi.org/index.php?FrontPage,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CpN-G1CHOvvZ1oiPC4w2gFBqxk_BC1MScCNykXFTITEoBsIq_R7ZvavfMVl7Vf3nY2OQaVmrytTy5HUZ_2vrBctbMaBf8RRU_VnVIYFmMfzXFCS7LwEK37iS-L3izTI27R6zDV1v_kQlplzkFAmzZD6j_8Uhji4mZIzba-5VP8dHkV7upGXDQs5j15O07GQ8a7rmFlfKIrk7s0zcy8_2dcivq92VAPq3T6z18bDMfglTLANC5AIM1mI9lg9QOR261ShL_a3FGEjQ7c8_iUeh560jDovDARMyllEqwp20aRr8NJ4xjP9Fl0iF5D44NfIDKae1ZtT36-PjGzD3lK36Clw4z02lGal6xlBAZ4MnLDztLHxuqJWqzW4vJgJh0nOzGSA5dzbcc8JCxVkDPD5f_xDQthO8KJC4HRTFV3_GyFPhZyiElg7xvLifmbP6wkVI8Op1uYR9WVOQTgQbSYiz43wXjvYdO4yYuBz80FdQVEVoKvGEaCdvWBk232Xemk-OJjYjTPT4N_vZpGtwuvx8RlR2217zx5RvpkPl-SZSoH4MTFBC4n5yI_hD2IF57iAY2UnulH4Vfw75buWGUbGTSUdF4r2biBsckXytmk73hmKELLXRoEmIUo9KpeQtwKTZXjhAdTj9NHq_ieJEKjEQ4lxuFkMsiPNE8WYOiPF21sKSFTxfTyuYVsG0OhiuKwfyGS8rzIjKNZW2pwJHFKgPdO9grbkQ_uoObyJbZPrkSVhX8I8fzclO42Tu7QV7vw40_sU8St0vTzZm7veolKsqCenVn3QTZA1RNrKYOzFIM7v8M0phDS6_Hb4p2V013fT3KHhrS36yOQ-ttwXABmai8-PvB5dJxjb5DD72Jcoddn6NyxoPG0ys6IrYZliMsdWAk=&xkcb=SoBB-_M3Tnk1l2zUlR0ObzkdCdPP&p=30&fvj=0&vjs=3,【2/14】保育士正社員呉市認定こども園,SOUND（介護）,,杉峰 覚道,737-0821,,,社会福祉法人もしくは特別養護老人ホームである介護事業者,保育園,,,,,,,,,,,,,,,
413159,社会福祉法人ウェルNC介護老人保健施設たてがみの郷,,0854-85-8181,島根県大田市波根町１２９０番地１,http://www.well-nc.or.jp/,https://jp.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CUjY_ofH7LXQ-BoeSOWuhbyv0b_DAUw7NJFdSky2aBJO1zCuvYMRj_XQnZ2AqKvRRrHR5JBwZ1XJ50SjhTE_vppKROyZKW_-DIaYuVLFuK2ole8TfL-ciEXOWsGM-38ym78YgkMsCAmZRGFlwF031OSSeohUOG2ld6UClz2Pwux17bgUlmZ1WDt3q7dAX0Xqf5FUNA7zDMILxGB7OTAL83cXz3ZyK2SEM79Dqsmfb-KXGjU9htLmsiBiAfQlWtCODUqTdmk6F2e0YybBwdNYpYRdawjnok2hN-PRjG1IfSXxVeyEMNTdll4WGGvfnccpBz2XbNB-Js0QH2fBxOjjK6MMs6xcxGrR4e5ARqTtKEC4YD7E8abegsqtpEYvrLG8-fq33m0cCi8GF_3zjOCoTnFzmo5_HxCLmxzIhqAfzN3Zu0IvcVlRSMb6Jz3CuKiqaHmm3fhRiyRk3vOS3qYYc45T7Q9aUhIIIvU2MT4_tp5xujz6ovh_ZntUfezBQ1j6eTFPjn_iYWwCPo1P9llN-IV7NzSnc2-FNQR86PxRFtguZl-ERIgj9PuHckW7Kj5yaJwPdGw-xwc3Tr4GR4NMniU3EywKDTzih0FH8LiNZHqyXDeUFAZYH610uEml38iOFlJq9qDHzvB6ZoGQaPOU_RJY9dOeYfFMEfTYUtYcuQMjw4zflI7jYSZdSHQOLIma9WuiMFSK8c0WJB_IEi72erN6iyt8Cz4FN_wIm_Aqd0NUyfG4Ya8HGKJ-wC296SET4p2OEgyGrVBE0nXtHikw-Q4h0wNUjrWilu6vk7Qr_OKBuqTo9glk8LKC4I6W3Je5aZDwtWYIRYHptfuLtWPUttSQb5IgSEC8hf2T7djPEFSU1koOW8ve1zU6NO_4rGtB0Sh2f77dgsZmTjDcNVs3NQskF-pH4ves4=&xkcb=SoCR-_M3XSSZUl1VT50LbzkdCdPP&p=12&fvj=1&vjs=3,調理師/大田市/介護施設/正社員JR山陰本線(米子~益田)波根駅,SOUND（介護）,,,,,,,,,,,,,,,,,,,,,,
369350,社会福祉法人ウェルエイジ　居宅介護支援事業所きずな,,0463-96-2604,神奈川県伊勢原市高森4-19-34,https://well-age.com/,https://xn--pckua2a7gp15o89zb.com/jb/ce29e024f4da78cb93ac6833ad22ba01,ケアマネージャー／社会福祉法人ウェルエイジ居宅介護支援事業所きずな,SOUND（介護）,,大脇 兼弘,259-1114,40,,介護,,,,,正社員,,,,,,,,,,,
759125,社会福祉法人うぇるかむ てらす鈎取,,022-395-7730,宮城県仙台市太白区鈎取四丁目14番15号,http://www.welcome.or.jp/#,https://xn--pckua2a7gp15o89zb.com/jb/40702e3d63274d14be318d14d7ed8a32,小規模多機能型居宅介護での介護職・ヘルパー,SOUND（介護）, , ,,,,介護,ショートステイ・グループホーム,,,,正社員,,,,,,,,,,,
85959,社会福祉法人ウエルケア 特別養護老人ホーム 伊勢あさま苑,,0596-20-5511,伊勢市朝熊町3074番地11,https://jp.indeed.com/rc/clk?jk=eb6952797afdecd5&fccid=736e2e56a24f25fa&vjs=3,http://www.asamaen.jp/asamaen/,介護職新着,ビイサイド（介護）,,,,,,,,,,,正社員,,,,,,,,,,,
571245,社会福祉法人ウェルケア伊勢あさま苑,,059-620-5511,三重県伊勢市朝熊町3074番地11,http://www.asamaen.jp/,https://xn--pckua2a7gp15o89zb.com/jb/24aaff5504eeedbe333213e3fa7a72b9,介護職常勤,ケアリンク（介護・三重）,,,516-0021,,,介護士,介護,,,,正社員,,,,,,,,,,,
